id,projectId,question,answer,sortOrder
6937587e-4110-4de1-9599-475598774573,ef4d244d-fb32-42d7-a4be-0f515c4ed2c8,What is the configuration available?,"All apartments are 4BHK (4750 SQ.FT), 3-sided open, with private lift lobbies and panoramic Aravalli views.",6
6951c75e-6c4a-4959-9661-c2ce2c94dd78,25c84bea-37cc-4a00-a8eb-a504f8a191f4,Who is the architect behind M3M Jewel?,"The project is designed by DP Architects, renowned for their expertise in planning and delivering masterpieces in the real estate sector.",1
69ac963d-5a21-49d1-9810-03d4c8ca1248,bfdbaac8-419e-473e-ae73-6edd80f14387,How is the connectivity?,"Located in Sector 46, Dualis offers seamless access to NH-48, Huda City Centre Metro, DLF Cyber City, top hospitals, schools, shopping malls and IGI Airport.",1
6a1187cc-0e76-4540-bb28-bff196f0bb48,9301a8cc-a2ab-4828-98a8-455229bd4beb,What makes Elan Empire unique?,"Elan Empire combines futuristic glass façade architecture with high-street retail, entertainment, F&B, and offices, making it a vibrant lifestyle destination.",2
6b26de64-4b8c-437f-9831-9deb8044e642,b78f7b94-2629-4566-b8a8-a14b578d3434,What is the starting price for homes at AIPL Lake City?,Prices start from approx. ₹3.5 crore for 3 BHK apartments,6
6e922ab9-63aa-43ea-8014-1a506c05d034,6b799d00-5a0b-4a72-be56-4bd7c78352b0,What is the total project site area?,The total area is 7 acres.,2
714e5b17-d5a0-4ebc-9446-804780d113b2,6b799d00-5a0b-4a72-be56-4bd7c78352b0,What types of apartments are available at Tarc Ishva Gurgaon?,The project offers spacious 3 BHK and 4 BHK luxury apartments.,3
71a19229-f1d3-4d51-9c24-203958158f4c,254b6fe9-2325-4bb5-a35d-b214cb88764d,What amenities and highlights does DLF Privana South offer?,"Residents enjoy a 1.25 lac sq.ft. clubhouse, wide party decks, VRV air-conditioning, home automation, EV charging, and lush landscape gardens.",5
71c5a39d-7713-43df-afe7-7c157d04d022,ef4d244d-fb32-42d7-a4be-0f515c4ed2c8,What is the RERA number for Paras Manor?,The RERA registration number is 38 OF 2024.,5
721f4c5e-5e9e-4027-a1ff-2250fd9eed8d,0ef5cdef-6f02-4591-a386-553534d6cce0,What is the RERA number of Adani Samsara Ivana?,RC/REP/HARERA/GGM/896/628/2024/123,5
726f1a94-d1ac-4fb8-8d7d-8af6b3ebd0fe,a3af1f05-e6bb-4a25-a7be-1f9115867304,Where is Elan Imperial located?,"Sector 82, Gurgaon",1
72b0ac93-172a-4cd0-9023-76e4d3435b12,6a3994f8-8b87-441d-8d43-732f7162ac90,Who is the developer of M3M Mansion?,"M3M Mansion is developed by M3M Group, a leader in luxury real estate in North India.",5
73250427-97e0-44b6-b405-9a3c60c76bc9,b78f7b94-2629-4566-b8a8-a14b578d3434,What is the handover/possession date for AIPL Lake City?,Possession is expected by December 2030,3
73407d77-d284-4f3a-bb67-55247042ccd6,728db93d-8501-488a-a01b-8917095530a1,What are the key amenities provided?,"Over 30 amenities including a clubhouse, infinity pool, gym, children’s park, yoga and meditation spaces, landscaped gardens, 24x7 security, EV charging, smart lifts, and multi-level parking.",5
74056f9a-67a6-49ce-9935-c6a0e1a5ce8e,ead71e2f-5982-4c58-b243-5e9cd88d9fe9,Is Elan The Presidential a gated community?,"Yes, the project is a fully gated community with multi-tier security and CCTV surveillance.",1
74a205cd-77af-48e2-a051-67dbb664afc7,c05bb44a-4d96-4c65-9703-923dd67a4b91,Who is the architect of the project?,The architect is Hafeez Contractor.,7
74c78363-1471-4376-be46-2ba135d343b6,986e025d-5bf1-4c5d-90b9-2c5bda59d34a,What is SPJ Vedatam's RERA number?,RC/REP/HARERA/GGM/927/659/2025/30,1
753bce9b-e6e1-4459-bb71-a4ab693f6348,d2afb735-8465-414a-924f-a7226ea3319a,What amenities and highlights are offered?,"BPTP Gaia offers sky gardens, glass façade towers, yoga decks, over 1.75 lakh sq.ft. amenities, wellness zones, private elevators, and expansive green spaces.",4
75a60e02-a6ee-4b68-8c3a-f9be22f7e951,6b1c33af-b1a9-49a4-a9ca-6fa3545214f2,Where is Experion The Trillion located?,"Experion The Trillion is located in Sector 48, Sohna Road, Gurgaon.",2
75b058a1-b5a6-4f6c-acdb-e729a8cb3b63,37475cb7-21c0-4c64-ba62-5174ca162a47,How many towers and units are planned?,There are 4 towers (G+42 floors each) and 320 luxury apartments.,4
777e4347-1332-4c16-a8b7-66f14a8ce394,12ae60bb-6415-427c-86ad-adcb52eb5a8f,What are the key amenities and highlights?,"Triple height lobby, 40,000 sq.ft. clubhouse, sky lounges, private lifts, multi-tier security, and Aravalli-facing greens.",3
7808efbc-90ec-4509-ae4f-9147fa1987f3,8eab2ac6-fbc3-450e-b4a9-16ae669df765,Who is the developer of Trump Residences Gurgaon?,"Trump Residences is developed by Smartworld, a reputed real estate company known for its focus on honesty, professionalism, and high standards in design and delivery.",7
788de5f1-43fa-4f22-9ef3-0127ab432a7a,8b6a09f7-9696-4811-ad43-bad1dea5f324,Who is the developer of DLF Privana West?,"The project is developed by DLF Ltd., renowned for premium real estate projects across India.",5
7892f7c5-9d7f-4e4a-af42-d4ead7a7f28f,37475cb7-21c0-4c64-ba62-5174ca162a47,What is the RERA number and expected possession?,"RERA ID is RC/REP/HARERA/GGM/592/324/2022/67, and possession is targeted for December 2026.",1
78bdfb6d-f4ed-453a-9c7e-25290240b7bd,8eab2ac6-fbc3-450e-b4a9-16ae669df765,Is there a brochure available for Trump Residences?,"Yes, interested buyers can download a brochure for Trump Residences from the official website.",4
79136774-8acb-4172-94e0-3f938be26736,8eab2ac6-fbc3-450e-b4a9-16ae669df765,What is the location of Trump Residences?,"Trump Residences is located in Sector 69, SPR Road, Gurgaon. It offers leading connectivity with proximity to the proposed Metro Corridor, 10 minutes from NH-8 and Golf Course Road, and a 30-minute drive from IGI airport.",3
79baa48f-cfeb-428c-8887-e803d3f9b117,90c0031f-c707-4bed-b8f7-75f690c2b088,How is the connectivity?,"The project enjoys excellent connectivity to Golf Course Extension Road, Sohna Road, NH-48, Delhi Metro, and IGI Airport.",1
7aef1d73-8b88-4447-9403-73b9aad9a702,ead71e2f-5982-4c58-b243-5e9cd88d9fe9,Why should one invest in Elan The Presidential?,"Key reasons include strategic location, luxury amenities, strong capital appreciation prospects, lush green surroundings, and the developer’s reputation.",10
7bbe4b94-a678-4063-898e-14e51e6b6263,491d8e64-e144-40cd-bf4b-0273fc49acf7,Who is the developer of M3M Altitude?,M3M India.,1
7d08c8a9-c8c7-43c4-8d0a-fb9384abe86c,982ed68a-ba24-4226-b101-01e7f90de70a,What construction is allowed,Basement + Ground + 4 upper floors on each plot,0
7d676d08-0023-4e7f-8162-7e4a35798a53,982ed68a-ba24-4226-b101-01e7f90de70a,What plot sizes are offered?,Plot sizes range from 102 sq.mETER. to 402 sq.Meter,0
7f5fecae-f333-47b0-a462-1f0ae6ed683f,6b799d00-5a0b-4a72-be56-4bd7c78352b0,How many towers are being constructed?,A total of five high-rise towers.,4
7fb8e2cd-31bd-4daa-ad55-39ce91a41102,60fb584b-a3b6-4ade-9adb-8eb02508682d,What makes Emaar Serenity Hills unique?,"The project combines luxury living with comprehensive amenities, landscaped open space, modern security, and an iconic location in New Gurgaon.",0
804c0ef1-fa3b-4262-beaa-ffb4f84c29bc,20e1a7ff-2d5a-4bb7-b658-2b0c95a02d42,What are the available apartment sizes?,"The residences are offered as 3BHK 2611,2802 & 2844 Sq. Ft. and 4BHK 3531 Sq. FT. luxury apartments.",2
831b6632-9f91-403b-b29b-25743fea0cc3,37aab4b2-99cd-4d22-9d89-a29e1c2868c4,What is the RERA number and expected possession?,RERA ID is GGM/757/489/2023/101 and possession is targeted for March 2028.,1
83adb103-9343-4883-be08-fc5fb003f4c2,06e0aa61-ef5c-4892-beec-a5a1df6ec52c,What is the RERA number and the expected possession?,The RERA number is RC/REP/HARERA/GGM/885/617/2024/112. Possession is scheduled for December 2029.,4
83bc9220-ebb7-4571-8bd3-d47fb9ccade8,a0526302-80d5-40e4-ba4f-0e030521e651,Who is the developer?,AIPL Group.,5
83f35d88-dc78-4e6d-82af-e12147970576,c9b9ee68-248e-48fb-ae77-1b082109a89c,What is the starting price for AIPL Autograph?,"Office, retail, and food courts start from ₹71 Lakh, with flexible payment plans available.",1
845857b2-512f-4b19-8099-5c7754ccfcec,8853edc1-08b4-4512-b7d8-5e10800896fe,What is the RERA ID for Trevoc Royal Residences?,The RERA ID for Trevoc Royal Residences is GGM/863/595/2024/90.,3
84e2ddea-3f63-4a8e-90c4-8e7ed7ef2a8b,ead71e2f-5982-4c58-b243-5e9cd88d9fe9,What types of apartments are available at Elan The Presidential?,"The project offers 3 BHK, 4 BHK, and 5 BHK apartments with super built-up areas ranging from approximately 2450 to 6500 sq ft.",7
85a69136-d5da-4d13-acb5-ff35fda5b9f5,7dd8456b-dfd9-4960-bf55-5f165feaf48e,What are the key amenities at Yugen Greens?,"Amenities include a 5-star golf course, clubhouse, spa, fitness centers, swimming pools, and smart home automation.",3
8688baf5-4b66-47a7-9244-960a61bcdc58,d0e6ac5d-365e-4efb-87da-97f37581be3a,Who is the developer of DLF Privana North?,"DLF Privana North is a project by DLF Limited, India's most trusted luxury real estate developer.",6
8827926e-6502-47a3-89f1-a68ba38c2281,491d8e64-e144-40cd-bf4b-0273fc49acf7,Is M3M Altitude RERA registered?,"Yes, the RERA registration number is 48 of 2024",3
88860eba-0df6-433b-88de-7c7b5fccdb8a,491d8e64-e144-40cd-bf4b-0273fc49acf7,What are some key amenities at M3M Altitude?,"Amenities include Infinity Pool, Clubhouse, Gym, Security, Children’s Play Zone, and more.",5
888f06fa-d786-4b74-a68b-74d3cc5c6383,6b799d00-5a0b-4a72-be56-4bd7c78352b0,Where is Tarc Ishva Gurgaon located?,"It is located in Sector 63A, Golf Course Extension Road, Gurgaon.",1
89f504ed-ec9f-4022-8f30-46bd97eb03aa,a9fb2cee-4190-4f2f-9940-8be2199e38e3,How many residences are planned at DLF The Arbour?,"Only 1137 luxury residences are planned, making it one of the lowest-density condominiums.",5
8a3e02b7-499a-419e-9390-157a34d61ef3,d2afb735-8465-414a-924f-a7226ea3319a,What unit sizes are available?,"Currently, the project offers 3 BHK apartments starting at 2,100 sq.ft., spread across three 45-storey towers.",5
8a7f783e-8d27-427c-9271-97abcb639856,8eab2ac6-fbc3-450e-b4a9-16ae669df765,What is the starting price for homes at Trump Residences?,The starting price for Trump Residences is ₹9.27 Crore for a 3 Bed Residence. The price for 4 Bed Residences ranges up to ₹14.81 Crore for the 4936 SQ.FT unit.,2
8ad1e7f1-70ce-4699-9f3b-f8f813ea4a1b,bd535d19-6a06-45cc-a692-3d56849d8e89,Where is Whiteland Westin Residences located?,"Whiteland Westin Residences is located in Sector 103, Dwarka Expressway, Gurgaon, offering exceptional connectivity to IGI Airport, Delhi, and key business districts.",5
8c4321ea-7a72-41a2-bc33-32dff610e1a1,a3af1f05-e6bb-4a25-a7be-1f9115867304,How is the connectivity of Elan Imperial from nearby areas?,"Connectivity to NH 48 (Delhi Jaipur Highway), Dwarka Expressway, and a 75-meter Master Road.",5
8c467a5f-41f5-47b8-a40c-d986b22ef6d9,20e1a7ff-2d5a-4bb7-b658-2b0c95a02d42,What is the RERA number and expected possession?,The Haryana RERA number is RC/REP/HARERA/GGM/860/592/2024/87and possession is targeted for June 2032.,1
8e0c5be3-f35d-4a82-ad84-2e3d8b008fc4,bccdee7e-3f5d-4e88-a0c9-070942334caa,How is the connectivity?,"The project enjoys excellent connectivity to Golf Course Extension Road, Golf Course Road, NH-48, upcoming metro line, DLF Cyber Hub, and IGI Airport.",1
8e2230da-2f5b-45ff-9d79-01ff6806cbe3,a9fb2cee-4190-4f2f-9940-8be2199e38e3,What is the RERA number for DLF The Arbour?,The RERA registration number is GGM/671/403/2023/15.,2
8e2b94dd-c8ee-4e7d-a71a-2d60d0eca984,ead71e2f-5982-4c58-b243-5e9cd88d9fe9,What is the RERA registration number?,The project is RERA registered: GGM/626/358/2022/101 DATED 21.11.2022.,5
8f0c2f18-399f-4e1c-80fd-2ff3718aa66c,3fed7102-bc0c-4fe5-a6b4-b30868757223,Who is the developer?,"The project is developed by M3M India, a leading name in luxury real estate.",5
8f6bac18-d492-46e4-a5bc-8c1954e43213,c4348b89-26f3-4e74-9253-4a68bd32df22,How many apartments are in the project?,The project offers approximately 258 premium units.,3
91fce1cf-5874-4e9f-9859-c37b16e60868,491d8e64-e144-40cd-bf4b-0273fc49acf7,What configuration is available at M3M Altitude?,Ultra-luxury 4 BHK + Lounge + Study residences with premium amenities.,4
93a096b2-0447-4171-9e77-266180efb5eb,a9fb2cee-4190-4f2f-9940-8be2199e38e3,What is the possession timeline?,Expected possession is by 2028.,3
95f9cab3-efaf-4651-b61c-75ac71f9d515,3fed7102-bc0c-4fe5-a6b4-b30868757223,What types of apartments are available at M3M Crown?,The project offers 3.5 BHK and 4.5 BHK configurations with luxury layouts,2
9643ac04-a599-4f33-8ec6-10f9d2d74d67,12ae60bb-6415-427c-86ad-adcb52eb5a8f,What is the RERA number and expected possession?,RERA ID is 12 OF 2024 and possession is targeted for December 2027.,1
97c2b536-be5a-429e-ac6f-e84dee708012,8eab2ac6-fbc3-450e-b4a9-16ae669df765,What unit sizes and configurations are available at Trump Residences?,"Trump Residences offers 3 and 4 bedroom luxury residences with unit sizes including 3091 SQ.FT, 3929 SQ.FT, 4909 SQ.FT, and 4936 SQ.FT.",5
98cf917b-bed0-4023-af2f-4c6f34b05916,d6239c57-d7ed-4da1-84cc-3330b1ea324c,What amenities are included?,"Amenities include ample parking, advanced security, a central plaza, landscaped outdoor spaces, and a premium dining zone.",4
9919e4a8-c4e5-45c7-96f0-a22e9ef2ad28,37475cb7-21c0-4c64-ba62-5174ca162a47,What apartment sizes are available?,3 BHK (2250 sq.ft.) and 4 BHK (2750 sq.ft.) configurations.,3
992c7ced-c925-4630-8b1c-78a66cdcfb1e,986e025d-5bf1-4c5d-90b9-2c5bda59d34a,What are the key amenities at SPJ Vedatam?,"Amenities include a multiplex (PVR), food court, fitness center, private club, shopping, and ample parking.",5
9ad2c852-8766-42cb-8254-153a7a3c2d96,a3af1f05-e6bb-4a25-a7be-1f9115867304,Is it good to invest in Elan Imperial Gurgaon?,"The commercial project offers unique location, amenities, and payment plans, making it a strong investment option for Gurgaon.",2
9f77d6a7-53f1-4e1d-ae3d-7596db9130c4,4c17e492-2ed5-478e-82e3-2756706a85f9,What spaces are available?,"Retail shops, food courts, restaurants, multiplex, and serviced lofts.",2
9ffe9e2d-addb-420a-ae72-d5b899b70daf,7c97e410-c9ab-43a3-bd32-65a83a08fd8b,What kind of businesses are suitable here?,"The project is suited for cafes, restaurants, boutiques, salons, and other lifestyle and daily-needs retail in a high-footfall environment.",0
a11b2e52-d6dd-419d-b502-4cff8e0c95d1,3fed7102-bc0c-4fe5-a6b4-b30868757223,What are the major amenities?,"Amenities include a 75,000 sq. ft. clubhouse, rooftop lounge, infinity pool, wellness center, smart home features, and 5-tier security.",4
a12c4de6-7b3f-4d28-8990-a415dc2ef636,049251cb-0089-4e71-8624-88c23074f082,Where is Sobha Aranya located?,"Sobha Aranya is situated in Sector 80, Gurgaon, within Karma Lakelands—connected to NH48, Dwarka Expressway, and major city infrastructure.",4
a2ca4f38-8556-46e8-bdbb-7e46a8f2ea00,b78f7b94-2629-4566-b8a8-a14b578d3434,Where is AIPL Lake City located?,"AIPL Lake City is in Sector 103, Gurugram—on the Dwarka Expressway in a 50-acre luxury master plan.",4
a4b85e98-8dff-467c-8ba4-6bdef7a71408,e59debce-1f67-4a5f-ab7e-613fe1441982,What is the land area and how many towers are there?,BPTP Verti Greens is planned on about 12 acres with 7 towers (Phase 1 launching 3 towers) and high-rise G+45 floors.,1
a4ef4fb4-b5ba-4b76-81a1-79c0a4c6456f,ead71e2f-5982-4c58-b243-5e9cd88d9fe9,Are resale units available?,"Yes, resale units are available. Interested buyers can contact the developer's resale team for details.",2
a5bdaf85-9572-4fb3-a582-daa86ee0ee16,5ff0bc90-310e-4041-b86c-812b13c5bdad,Is the project RERA approved?,"Yes, Elan The Emperor is RERA-approved (RERA No. 05 OF 2025), ensuring regulatory compliance and transparency.",2
a607c4d9-fc9b-4077-913a-ed2beb76268b,c05bb44a-4d96-4c65-9703-923dd67a4b91,What is the starting price of apartments?,"The starting price is approximately ₹5.3 crore for 3 BHK units, and prices for 4 BHK are available on request.",5
a63b31a7-5d82-4613-8047-f6e7af391501,ef4d244d-fb32-42d7-a4be-0f515c4ed2c8,What is the starting price for homes at Paras Manor?,The starting price is ₹9.5 Crore for 4BHK ultra-luxury residences.,3
a8b7b4c0-5922-4f7f-b413-f38aaf94ef62,a44c5240-3c6f-4c6a-96ee-8ac62af3511e,Are there any rental or investment benefits?,"Being located in a prime diplomatic enclave, the project offers high rental demand and potential appreciation, making it an excellent investment choice.",5
a9abddc4-608b-48e0-aed2-5c127b15a24f,b78f7b94-2629-4566-b8a8-a14b578d3434,What amenities does AIPL Lake City offer?,"Residents can enjoy clubhouses, pools, spa, sports courts, kids’ activity zones, landscaped greens, and 7-tier smart security.",2
ab6bae29-a727-4c01-be58-b74a5169a49c,f9b16292-de07-471d-9d9c-d9f92bd44692,Is Smartworld One DXP RERA approved?,"Yes, Smartworld One DXP is fully RERA registered, ensuring transparency, timely delivery, and legal protection for buyers.",5
ac2cc007-2d63-4928-9662-72041f7cf53e,e59debce-1f67-4a5f-ab7e-613fe1441982,What are the available apartment sizes?,"The residences are offered as 2 BHK (1351, 1451 sq.ft.) and 3 BHK (1828, 1941 sq.ft.) luxury apartments.",2
ac31a01d-0cce-475d-856d-18637300541f,6abc2559-f9b4-4173-97fe-9b5e70f47bb1,What types of apartments are available at Hines Elevate?,The project offers spacious 3 and 4 BHK configurations with luxury specifications.,6
add308e6-676b-4891-886f-097e1fac87e8,6a3994f8-8b87-441d-8d43-732f7162ac90,What unit types and sizes are available at M3M Mansion?,"3.5 BHKs (2080-2350 sq.ft.), 4.5 BHKs (2700-4290 sq.ft.), and 5 BHK penthouses (6405+ sq.ft.), with elite specifications.",6
ae331c2f-4d47-4f2e-853c-c7a56fd9e32f,ead71e2f-5982-4c58-b243-5e9cd88d9fe9,Where is Elan The Presidential located?,"It is located in Sector 106, Gurgaon, on the Dwarka Expressway, Haryana, India.",3
aeeb9cb7-7827-4784-8408-8ac4ffdd664b,f9b16292-de07-471d-9d9c-d9f92bd44692,Who is the developer of Smartworld One DXP?,"The developer is Smartworld Developers, known for their customer-first approach and timely delivery.",1
b08e3bb9-1fd6-4699-ae19-d9242c64d201,8eab2ac6-fbc3-450e-b4a9-16ae669df765,How can I book a unit at Trump Residences?,You can book a unit or request an instant callback by calling +91 9910007801,1
b0a8d6cd-f2c0-4a26-811a-397fa7cd5085,8eab2ac6-fbc3-450e-b4a9-16ae669df765,What amenities and highlights does Trump Residences offer?,"Trump Residences features a bold architectural design inspired by Manhattan, a glass and steel façade, and brings global standards to Gurgaon's skyline, promising luxury and exclusivity.",6
b1317a8f-11b6-41fa-9737-691d8a9ee4dc,8b6a09f7-9696-4811-ad43-bad1dea5f324,What unit sizes and configurations are available at DLF Privana West?,Available configurations include 4 BHK (3500–3577 SQ.FT) and 5 BHK penthouses (5500 SQ.FT) in ultra-luxury towers.,7
b13413a0-7fd2-4903-864e-b3a7e0411f94,ef4d244d-fb32-42d7-a4be-0f515c4ed2c8,What are the key amenities at Paras Manor?,"Amenities include a 70,000+ Sq.Ft. clubhouse, indoor/outdoor sports, spa, gardens, meditation zones, and 5-tier security.",4
b23fd281-c59c-4543-8b61-a16e749b4604,8b6a09f7-9696-4811-ad43-bad1dea5f324,What amenities and highlights does DLF Privana West offer?,"DLF Privana West features luxury clubhouse, landscape gardens, sports facilities, home automation, multi-tier security, VRV air-conditioning, and ample parking.",6
b2716810-20f9-48fe-bd30-ae1a323f2f28,21f65c22-0ac4-4e2e-92df-029afe926330,What is the RERA number and expected possession?,The RERA number is HARERA/GGM/741/473/2023/85. Possession is estimated by December 2028.,1
b7333786-6976-46e2-8560-fcdddbb6744b,ef4d244d-fb32-42d7-a4be-0f515c4ed2c8,Who is the developer of Paras Manor?,"Paras Manor is developed by Paras Buildtech, a reputed name in luxury real estate.",2
b7e3d245-b5e5-491f-aaad-5dff8be11772,37aab4b2-99cd-4d22-9d89-a29e1c2868c4,What amenities does the project offer?,"A 50,000 sq.ft. clubhouse, pools, sports courts, landscaped gardens, spa, play areas, and comprehensive security are included.",2
b88aa94e-a70a-4d1c-900c-1756f651b3d6,8e7d9d67-660b-4099-b583-f39f14bf9a26,What is the RERA number and total project area?,RERA No. 58 OF 2024; land area is 22.5 acres.,3
b8e951ae-b8d1-45cb-ae12-6967ebd44b4a,a9fb2cee-4190-4f2f-9940-8be2199e38e3,What is the total land area of DLF The Arbour?,It is spread across about 28 acres.,6
bab8deca-c707-4d65-ad47-4a88ca4346d0,a44c5240-3c6f-4c6a-96ee-8ac62af3511e,What are the payment options available?,"Flexible payment plans are available, including construction-linked plans, down payment with special discounts, and bank financing through leading financial institutions.",3
bb5e8e2b-628c-4744-86c7-4cde5b45797e,a0526302-80d5-40e4-ba4f-0e030521e651,How many floors are in AIPL Joy District?,Ground + 4 floors.,1
be56356f-3da0-4344-9bec-84031c9243a9,6abc2559-f9b4-4173-97fe-9b5e70f47bb1,Is Hines Elevate RERA registered?,"Yes, the project is registered under RERA with ID RC/HARERA/GGM/2019/10.",5
bf4da33d-0327-44e2-ba1f-aefd742a6916,491d8e64-e144-40cd-bf4b-0273fc49acf7,Where is M3M Altitude located?,"Sector 65, Golf Course Extension Road, Gurgaon.",6
c0b9ea50-1716-4c2a-9f86-bddfc158e0bd,7dd8456b-dfd9-4960-bf55-5f165feaf48e,What types of residences are available at Yugen Greens?,"Yugen Greens offers luxury villas, duplexes, and apartments with configurations ranging from 2 to 4 BHK.",1
c0c3928b-0394-478e-8981-9bdab7dd34ef,6a3994f8-8b87-441d-8d43-732f7162ac90,What amenities does M3M Mansion offer?,"It offers a grand clubhouse, multiple pools, sports courts, spa, banquet, business spaces, and intelligent automated features for true luxury living.",2
c1a3b87d-b7c6-4c64-a632-dcf187cf43ec,0ef5cdef-6f02-4591-a386-553534d6cce0,Where is the project located?,"Sector 63, Golf Course Extension Road, Gurgaon, Haryana.",2
c1d64c89-6a49-48a3-94b6-7f93a7065635,e59debce-1f67-4a5f-ab7e-613fe1441982,How many apartments are in the project?,There are approximately 885 premium units in the high-rise phase.,3
c20a8aaf-9e94-4606-bab5-e4a4ca7fed45,d0e6ac5d-365e-4efb-87da-97f37581be3a,What amenities does DLF Privana North offer?,"DLF Privana North offers a luxury clubhouse, landscaped greens, smart home features, multiple sports facilities, and premium security systems.",3
c2401b32-44dd-493c-a30b-d26f2d877265,254b6fe9-2325-4bb5-a35d-b214cb88764d,How can a unit be booked in DLF Privana South?,Units may be booked by contacting DLF or authorized realtors. Flexible payment plans and bank finance are available.,7
c395bb95-8291-440b-9596-bdb5667cbf30,bd535d19-6a06-45cc-a692-3d56849d8e89,What unit sizes are available?,"The project offers 3.5BHK and 4.5BHK units from 2,673 sq.ft to 4,328 sq.ft. across 5 towers.",2
c49fe37b-f3ac-4cd8-92a3-8dc69003bdc7,d2afb735-8465-414a-924f-a7226ea3319a,Where is BPTP Gaia located?,"BPTP Gaia Residences is located in Sector 102, Dwarka Expressway, Gurgaon, offering seamless connectivity to Delhi, IGI Airport, and Cyber City.",3
c5c9eb60-0376-4c77-bb64-e05f9412e97b,f9b16292-de07-471d-9d9c-d9f92bd44692,What amenities are available at Smartworld One DXP?,"Residents can enjoy a clubhouse, swimming pool, landscaped gardens, jogging tracks, business lounges, co-working spaces, kids play areas, 24/7 security, and more.",4
c68e3033-c20f-4edf-844e-ab322ade4a74,a9fb2cee-4190-4f2f-9940-8be2199e38e3,What are some of the key amenities offered?,"Clubhouse (1.25 lac sqft), infinity swimming pool, spa, gym, landscaped greens, double-height lobby, kids area, gated security, and more.",4
c6cbf0db-c819-40f6-a785-715c5ca0a944,a3af1f05-e6bb-4a25-a7be-1f9115867304,How can I buy the property?,"To buy the property, please contact us at 9910007801.",4
ca6b0315-5f39-4403-b9d6-95e58b6b7ef3,d0e6ac5d-365e-4efb-87da-97f37581be3a,Where is DLF Privana North located?,"DLF Privana North is located across Sector 76 & 77, Gurgaon, near NH-48 and SPR Road, with smooth connectivity to IGI Airport and Cyber City.",2
cb2c10b8-1c1d-4f41-9f4f-75e7345c9222,c05bb44a-4d96-4c65-9703-923dd67a4b91,What are the main advantages of the location?,"Easy access to business hubs, Metro, IGI airport, top schools, hospitals, and five-star hotels, with excellent connectivity.",2
cba40d9a-0679-48cd-afb9-bbfebd51e987,7dd8456b-dfd9-4960-bf55-5f165feaf48e,Where is Yugen Greens located?,"It is located in Pernem, North Goa, with easy access to beaches, markets, and the Goa International Airport.",2
cd133c27-fc3f-4422-b96b-e909bad33909,bd535d19-6a06-45cc-a692-3d56849d8e89,What is the starting price for homes?,"Residences start at ₹6.22 Crore* for 3.5 BHK apartments, with ultra-premium 4.5 BHK options also available.",1
d0b4b4b5-b369-4387-9a42-b62b7dc00728,7dd8456b-dfd9-4960-bf55-5f165feaf48e,Who is the developer of Yugen Greens?,"Yugen Greens Pvt. Ltd. is the developer, specializing in luxury townships in Goa.",4
d0f7fddb-7eb1-499d-b67b-b84ce662e803,6a3994f8-8b87-441d-8d43-732f7162ac90,Where is M3M Mansion located?,"Sector 113, Gurgaon—part of a 250-acre master development, right on Dwarka Expressway.",4
d2c7da3a-4cb0-4b7d-bca5-cb5758299db6,37aab4b2-99cd-4d22-9d89-a29e1c2868c4,What apartment sizes are available?,3 BHK (1765 sq.ft.) and 4 BHK (2346 sq.ft.) options are available.,4
d65f05c6-9e9f-4a21-9490-092bb947f9d3,049251cb-0089-4e71-8624-88c23074f082,What is the starting price for homes at Sobha Aranya?,The starting price is approximately ₹7.1 Crore for 3 BHK eco-luxe residences.,5
d7be3860-729d-44fa-bdf2-02abe3d4936a,8e7d9d67-660b-4099-b583-f39f14bf9a26,What is the possession timeline?,Possession is expected by February 2029.,1
d7c21d9d-8564-44ad-8f3e-b438da4640a0,06e0aa61-ef5c-4892-beec-a5a1df6ec52c,What apartment sizes are available?,"Available layouts include 3 BHK + S (2128 sq.ft.), 4 BHK + S (2731 and 3050 sq.ft.), all with smart home features and air purifiers.",1
d7f5b015-ea18-4fdd-8d40-c37c3c6a0a62,a9fb2cee-4190-4f2f-9940-8be2199e38e3,What is the configuration offered in DLF The Arbour?,"The project offers spacious 4 BHK residences, 3956 sqft each.",7
d9ecf9ad-163d-4815-8b1c-5de5bfe4014b,9301a8cc-a2ab-4828-98a8-455229bd4beb,What types of spaces are available at Elan Empire?,"The project offers retail shops, food & beverage spaces, multiplex entertainment zones, and Grade A office spaces.",5
da0a6891-fbfa-4306-b56a-2cea13599278,7a117c0f-16eb-4536-a0a6-028271a06f3b,Where is Hero Homes The Palatial located?,"Hero Homes The Palatial is located in Sector 104, Dwarka Expressway, Gurgaon, with excellent connectivity to Delhi, IGI Airport, and key business hubs.",5
da6bb5b2-0838-4703-a7a3-5ba033d98ddd,c05bb44a-4d96-4c65-9703-923dd67a4b91,What unit sizes are available at 4S The Aurrum?,3 BHK and 4 BHK apartments are available,3
df4d6d2c-03a0-4f4a-aafb-0c864181afea,2a2c45d5-0f68-459c-a286-0509b7bb6073,What are the size options and price range?,Sizes range from 1420-2650 sq.ft; prices start at approximately ₹1.9 crore.,2
e1e1de17-9880-4324-baf1-b0000b0ce90e,4c17e492-2ed5-478e-82e3-2756706a85f9,Where is the project located?,"It is located in Sushant Lok III, Sector 57, Gurgaon, with connectivity to Golf Course Ext. and Sohna Road.",1
